clip,frame_idx,holder,labelled_at
clip_1,54,9,2026-08-12T08:11:31.031060+00:00
clip_1,55,9,2026-08-12T08:11:33.329032+00:00
clip_1,56,9,2026-08-12T08:11:35.625290+00:00
clip_1,57,9,2026-08-12T08:11:41.191332+00:00
clip_1,58,9,2026-08-12T08:11:43.363642+00:00
clip_1,59,9,2026-08-12T08:11:45.221759+00:00
clip_1,60,9,2026-08-12T08:11:48.194187+00:00
clip_1,61,9,2026-08-12T08:11:50.561299+00:00
clip_1,62,9,2026-08-12T08:11:57.508766+00:00
clip_1,63,9,2026-08-12T08:12:00.222000+00:00
clip_1,64,9,2026-08-12T08:12:02.169049+00:00
clip_1,65,9,2026-08-12T08:12:04.543594+00:00
clip_1,66,9,2026-08-12T08:12:07.185452+00:00
clip_1,67,9,2026-08-12T08:12:09.236054+00:00
clip_1,68,9,2026-08-12T08:12:11.937202+00:00
clip_1,69,9,2026-08-12T08:12:14.312741+00:00
clip_1,70,9,2026-08-12T08:12:16.571728+00:00
clip_1,71,9,2026-08-12T08:12:18.640927+00:00
clip_1,72,9,2026-08-12T08:12:20.607214+00:00
clip_1,73,9,2026-08-12T08:12:22.856360+00:00
clip_1,74,9,2026-08-12T08:12:29.106537+00:00
clip_1,75,9,2026-08-12T08:12:31.821765+00:00
clip_1,76,9,2026-08-12T08:12:34.095671+00:00
clip_1,77,9,2026-08-12T08:12:36.618546+00:00
clip_1,78,9,2026-08-12T08:12:39.177190+00:00
clip_1,79,9,2026-08-12T08:12:41.567561+00:00
clip_1,80,9,2026-08-12T08:12:43.676708+00:00
clip_1,81,9,2026-08-12T08:12:45.723072+00:00
clip_1,82,9,2026-08-12T08:12:47.776934+00:00
clip_1,83,9,2026-08-12T08:12:50.032412+00:00
clip_1,84,9,2026-08-12T08:12:52.123838+00:00
clip_1,85,9,2026-08-12T08:12:54.679784+00:00
clip_1,86,9,2026-08-12T08:12:57.171848+00:00
clip_1,87,9,2026-08-12T08:12:59.415982+00:00
clip_1,88,9,2026-08-12T08:13:02.198663+00:00
clip_1,89,9,2026-08-12T08:13:05.423673+00:00
clip_1,90,9,2026-08-12T08:13:09.055389+00:00
clip_1,91,9,2026-08-12T08:13:12.325196+00:00
clip_1,92,9,2026-08-12T08:13:15.086975+00:00
clip_1,93,9,2026-08-12T08:13:19.410391+00:00
clip_1,94,9,2026-08-12T08:13:23.002047+00:00
clip_1,95,9,2026-08-12T08:13:26.162366+00:00
clip_1,96,9,2026-08-12T08:13:30.143550+00:00
clip_1,97,unclear,2026-08-12T08:13:38.555895+00:00
clip_1,98,8,2026-08-12T08:13:45.535831+00:00
clip_1,99,8,2026-08-12T08:13:48.278652+00:00
clip_1,100,8,2026-08-12T08:13:52.074122+00:00
clip_1,101,8,2026-08-12T08:13:54.799502+00:00
clip_1,102,8,2026-08-12T08:13:58.716860+00:00
clip_1,103,unclear,2026-08-12T08:14:04.893741+00:00
clip_1,104,unclear,2026-08-12T08:14:09.318678+00:00
clip_1,105,unclear,2026-08-12T08:14:12.991019+00:00
clip_1,106,unclear,2026-08-12T08:14:18.135309+00:00
clip_1,107,nobody,2026-08-12T08:14:23.930252+00:00
clip_1,108,nobody,2026-08-12T08:14:27.817261+00:00
clip_1,109,nobody,2026-08-12T08:14:30.353128+00:00
clip_1,110,nobody,2026-08-12T08:14:32.852558+00:00
clip_1,111,nobody,2026-08-12T08:14:35.314262+00:00
clip_1,112,nobody,2026-08-12T08:14:39.336285+00:00
clip_1,113,nobody,2026-08-12T08:14:41.737684+00:00
clip_1,114,nobody,2026-08-12T08:14:43.774914+00:00
clip_1,115,nobody,2026-08-12T08:14:45.800077+00:00
clip_1,116,nobody,2026-08-12T08:14:48.458260+00:00
clip_2,0,unclear,2026-08-12T08:14:59.108262+00:00
clip_2,1,unclear,2026-08-12T08:15:02.001077+00:00
clip_2,2,9,2026-08-12T08:15:09.240032+00:00
clip_2,3,9,2026-08-12T08:15:13.245972+00:00
clip_2,4,9,2026-08-12T08:15:16.076290+00:00
clip_2,5,9,2026-08-12T08:15:19.261707+00:00
clip_2,6,9,2026-08-12T08:15:22.855321+00:00
clip_2,7,9,2026-08-12T08:15:28.369648+00:00
clip_2,8,9,2026-08-12T08:15:31.621772+00:00
clip_2,9,9,2026-08-12T08:15:38.440049+00:00
clip_2,10,9,2026-08-12T08:15:43.870527+00:00
clip_2,11,9,2026-08-12T08:15:46.924827+00:00
clip_2,12,9,2026-08-12T08:15:49.800872+00:00
clip_2,13,9,2026-08-12T08:15:53.307336+00:00
clip_2,14,9,2026-08-12T08:15:56.402157+00:00
clip_2,15,9,2026-08-12T08:15:59.517166+00:00
clip_2,16,9,2026-08-12T08:16:01.694721+00:00
clip_2,17,9,2026-08-12T08:16:04.224164+00:00
clip_2,18,9,2026-08-12T08:16:06.845184+00:00
clip_2,19,9,2026-08-12T08:16:09.714812+00:00
clip_2,20,9,2026-08-12T08:16:13.882106+00:00
clip_2,21,9,2026-08-12T08:16:19.857344+00:00
clip_2,22,9,2026-08-12T08:16:23.557017+00:00
clip_2,23,9,2026-08-12T08:16:26.793621+00:00
clip_2,24,9,2026-08-12T08:16:29.822131+00:00
clip_2,25,9,2026-08-12T08:16:32.168866+00:00
clip_2,26,9,2026-08-12T08:16:35.115992+00:00
clip_2,27,9,2026-08-12T08:16:44.162516+00:00
clip_2,28,unclear,2026-08-12T08:16:50.013543+00:00
clip_2,29,unclear,2026-08-12T08:17:10.258754+00:00
clip_2,30,unclear,2026-08-12T08:17:13.369229+00:00
clip_2,31,nobody,2026-08-12T08:17:21.788397+00:00
clip_2,32,nobody,2026-08-12T08:17:24.152979+00:00
clip_2,33,nobody,2026-08-12T08:17:28.278241+00:00
clip_2,34,nobody,2026-08-12T08:17:30.720434+00:00
clip_2,35,nobody,2026-08-12T08:17:33.209054+00:00
clip_2,36,nobody,2026-08-12T08:17:35.224232+00:00
clip_2,37,nobody,2026-08-12T08:17:37.734389+00:00
clip_2,38,nobody,2026-08-12T08:17:39.771475+00:00
clip_2,39,nobody,2026-08-12T08:17:42.116253+00:00
clip_2,40,nobody,2026-08-12T08:17:44.424069+00:00
clip_2,41,nobody,2026-08-12T08:17:47.416050+00:00
clip_2,42,nobody,2026-08-12T08:17:50.005171+00:00
clip_2,43,nobody,2026-08-12T08:17:58.838621+00:00
clip_2,44,2,2026-08-12T08:18:04.040928+00:00
clip_2,45,2,2026-08-12T08:18:06.199221+00:00
clip_2,46,2,2026-08-12T08:18:08.140384+00:00
clip_2,47,2,2026-08-12T08:18:10.359867+00:00
clip_2,48,2,2026-08-12T08:18:12.354389+00:00
clip_2,49,2,2026-08-12T08:18:14.329219+00:00
clip_2,50,2,2026-08-12T08:18:17.045560+00:00
clip_2,51,2,2026-08-12T08:18:19.497736+00:00
clip_2,52,2,2026-08-12T08:18:22.340564+00:00
clip_2,53,nobody,2026-08-12T08:18:27.799077+00:00
clip_2,54,nobody,2026-08-12T08:18:30.108660+00:00
clip_2,55,nobody,2026-08-12T08:18:32.488669+00:00
clip_2,56,nobody,2026-08-12T08:18:34.619102+00:00
clip_2,57,nobody,2026-08-12T08:18:37.038960+00:00
clip_2,58,nobody,2026-08-12T08:18:39.559972+00:00
clip_2,59,nobody,2026-08-12T08:18:46.414833+00:00
clip_2,60,nobody,2026-08-12T08:18:49.045205+00:00
clip_2,61,nobody,2026-08-12T08:18:53.098855+00:00
clip_2,62,7,2026-08-12T08:18:58.460386+00:00
clip_2,63,7,2026-08-12T08:19:00.534813+00:00
clip_2,64,7,2026-08-12T08:19:02.481861+00:00
clip_2,65,7,2026-08-12T08:19:04.053023+00:00
clip_2,66,7,2026-08-12T08:19:05.595748+00:00
clip_2,67,7,2026-08-12T08:19:07.600872+00:00
clip_2,68,7,2026-08-12T08:19:09.429107+00:00
clip_2,69,7,2026-08-12T08:19:11.194806+00:00
clip_2,70,7,2026-08-12T08:19:12.548810+00:00
clip_2,71,7,2026-08-12T08:19:13.910656+00:00
clip_2,72,7,2026-08-12T08:19:15.408130+00:00
clip_2,73,7,2026-08-12T08:19:16.823646+00:00
clip_2,74,7,2026-08-12T08:19:18.276055+00:00
clip_2,75,7,2026-08-12T08:19:19.649404+00:00
clip_2,76,7,2026-08-12T08:19:21.412184+00:00
clip_2,77,7,2026-08-12T08:19:22.891372+00:00
clip_2,78,7,2026-08-12T08:19:24.457494+00:00
clip_2,79,7,2026-08-12T08:19:25.965589+00:00
clip_2,80,7,2026-08-12T08:19:27.328792+00:00
clip_2,81,7,2026-08-12T08:19:28.964722+00:00
clip_2,82,7,2026-08-12T08:19:30.847518+00:00
clip_2,83,7,2026-08-12T08:19:32.629427+00:00
clip_2,84,7,2026-08-12T08:19:35.090746+00:00
clip_2,85,7,2026-08-12T08:19:37.323786+00:00
clip_2,86,7,2026-08-12T08:19:39.377391+00:00
clip_2,87,7,2026-08-12T08:19:42.043720+00:00
clip_2,88,7,2026-08-12T08:19:46.672484+00:00
clip_2,89,7,2026-08-12T08:19:49.407005+00:00
clip_2,90,7,2026-08-12T08:19:53.335258+00:00
clip_2,91,nobody,2026-08-12T08:19:57.481204+00:00
clip_2,92,nobody,2026-08-12T08:19:58.953340+00:00
clip_2,93,nobody,2026-08-12T08:20:00.298632+00:00
clip_2,94,nobody,2026-08-12T08:20:01.478278+00:00
clip_2,95,nobody,2026-08-12T08:20:02.787053+00:00
clip_2,96,nobody,2026-08-12T08:20:04.056683+00:00
clip_2,97,nobody,2026-08-12T08:20:10.636219+00:00
clip_2,98,nobody,2026-08-12T08:20:12.024915+00:00
clip_2,99,nobody,2026-08-12T08:20:13.291108+00:00
clip_2,100,nobody,2026-08-12T08:20:14.528719+00:00
clip_2,101,nobody,2026-08-12T08:20:15.933786+00:00
clip_2,102,nobody,2026-08-12T08:20:17.060063+00:00
clip_2,103,nobody,2026-08-12T08:20:18.441457+00:00
clip_2,104,10,2026-08-12T08:20:23.280994+00:00
clip_2,105,10,2026-08-12T08:20:31.872354+00:00
clip_2,106,10,2026-08-12T08:20:35.562100+00:00
clip_2,107,10,2026-08-12T08:20:38.017536+00:00
clip_2,108,10,2026-08-12T08:20:41.104974+00:00
clip_2,109,10,2026-08-12T08:20:43.349232+00:00
clip_2,110,10,2026-08-12T08:20:45.538403+00:00
clip_2,111,10,2026-08-12T08:20:47.795169+00:00
clip_2,112,10,2026-08-12T08:20:49.687126+00:00
clip_2,113,10,2026-08-12T08:20:54.593277+00:00
clip_2,114,10,2026-08-12T08:21:00.535377+00:00
clip_2,115,10,2026-08-12T08:21:03.143196+00:00
clip_2,116,10,2026-08-12T08:21:05.771441+00:00
clip_2,117,10,2026-08-12T08:21:08.329174+00:00
clip_2,118,10,2026-08-12T08:21:10.577242+00:00
clip_2,119,10,2026-08-12T08:21:12.838242+00:00
clip_2,120,10,2026-08-12T08:21:15.149781+00:00
clip_2,121,10,2026-08-12T08:21:18.344509+00:00
clip_2,122,nobody,2026-08-12T08:21:22.304916+00:00
clip_2,123,nobody,2026-08-12T08:21:24.429531+00:00
clip_2,124,nobody,2026-08-12T08:21:26.242241+00:00
clip_2,125,nobody,2026-08-12T08:21:28.020764+00:00
clip_2,126,nobody,2026-08-12T08:21:30.290046+00:00
clip_2,127,nobody,2026-08-12T08:21:32.138078+00:00
clip_2,128,nobody,2026-08-12T08:21:34.579872+00:00
clip_2,129,nobody,2026-08-12T08:21:36.604624+00:00
clip_2,130,nobody,2026-08-12T08:21:38.350397+00:00
clip_2,131,nobody,2026-08-12T08:21:40.199186+00:00
clip_2,132,nobody,2026-08-12T08:21:42.376245+00:00
clip_2,133,7,2026-08-12T08:21:45.659503+00:00
clip_2,134,7,2026-08-12T08:21:47.786162+00:00
clip_2,135,7,2026-08-12T08:21:49.516425+00:00
clip_2,136,7,2026-08-12T08:21:51.711682+00:00
clip_2,137,7,2026-08-12T08:21:59.249036+00:00
clip_2,138,7,2026-08-12T08:22:00.916298+00:00
clip_2,139,7,2026-08-12T08:22:02.690514+00:00
clip_2,140,7,2026-08-12T08:22:04.573144+00:00
clip_2,141,7,2026-08-12T08:22:06.507168+00:00
clip_2,142,7,2026-08-12T08:22:08.396035+00:00
clip_2,143,7,2026-08-12T08:22:10.821737+00:00
clip_2,144,7,2026-08-12T08:22:12.679638+00:00
clip_2,145,7,2026-08-12T08:22:14.521718+00:00
clip_2,146,7,2026-08-12T08:22:16.534898+00:00
clip_2,147,7,2026-08-12T08:22:18.799264+00:00
clip_2,148,7,2026-08-12T08:22:20.609835+00:00
clip_2,149,7,2026-08-12T08:22:22.807649+00:00
clip_2,150,7,2026-08-12T08:22:24.772567+00:00
clip_2,151,7,2026-08-12T08:22:26.778534+00:00
clip_2,152,7,2026-08-12T08:22:28.558463+00:00
clip_2,153,7,2026-08-12T08:22:30.458538+00:00
clip_2,154,7,2026-08-12T08:22:32.412490+00:00
clip_2,155,7,2026-08-12T08:22:34.210153+00:00
clip_2,156,7,2026-08-12T08:22:36.366220+00:00
clip_2,157,7,2026-08-12T08:22:38.936829+00:00
clip_2,158,7,2026-08-12T08:22:40.924372+00:00
clip_2,159,7,2026-08-12T08:22:43.534512+00:00
clip_2,160,unclear,2026-08-12T08:22:48.490429+00:00
clip_2,161,unclear,2026-08-12T08:22:51.621632+00:00
clip_2,162,nobody,2026-08-12T08:22:55.291144+00:00
clip_2,163,nobody,2026-08-12T08:23:00.838932+00:00
clip_2,164,nobody,2026-08-12T08:23:05.029079+00:00
clip_2,165,nobody,2026-08-12T08:23:06.948104+00:00
clip_2,166,nobody,2026-08-12T08:23:10.239814+00:00
clip_2,167,nobody,2026-08-12T08:23:33.472918+00:00
clip_2,168,nobody,2026-08-12T08:23:37.405004+00:00
clip_2,169,nobody,2026-08-12T08:23:39.298745+00:00
clip_2,170,nobody,2026-08-12T08:23:40.967578+00:00
clip_2,171,nobody,2026-08-12T08:23:43.086005+00:00
clip_2,172,nobody,2026-08-12T08:24:03.831703+00:00
clip_2,173,nobody,2026-08-12T08:24:05.821681+00:00
clip_3,0,unclear,2026-08-12T08:24:23.269527+00:00
clip_3,1,unclear,2026-08-12T08:24:27.035565+00:00
clip_3,2,2,2026-08-12T08:24:31.825603+00:00
clip_3,3,2,2026-08-12T08:24:33.972601+00:00
clip_3,4,2,2026-08-12T08:24:35.534443+00:00
clip_3,5,2,2026-08-12T08:24:37.034423+00:00
clip_3,6,2,2026-08-12T08:24:38.704295+00:00
clip_3,7,2,2026-08-12T08:24:40.213240+00:00
clip_3,8,unclear,2026-08-12T08:25:02.122109+00:00
clip_3,9,2,2026-08-12T08:26:12.242759+00:00
clip_3,10,2,2026-08-12T08:26:52.854446+00:00
clip_3,11,2,2026-08-12T08:26:57.378678+00:00
clip_3,12,2,2026-08-12T08:26:59.276549+00:00
clip_3,13,2,2026-08-12T08:27:01.149150+00:00
clip_3,14,2,2026-08-12T08:27:03.083203+00:00
clip_3,15,2,2026-08-12T08:27:05.499062+00:00
clip_3,16,2,2026-08-12T08:27:08.289030+00:00
clip_3,17,2,2026-08-12T08:27:11.613903+00:00
clip_3,18,2,2026-08-12T08:27:13.452319+00:00
clip_3,19,2,2026-08-12T08:27:15.321432+00:00
clip_3,20,2,2026-08-12T08:27:17.898323+00:00
clip_3,21,2,2026-08-12T08:27:22.042589+00:00
clip_3,22,2,2026-08-12T08:27:24.728511+00:00
clip_3,23,2,2026-08-12T08:27:29.085122+00:00
clip_3,24,2,2026-08-12T08:27:31.770228+00:00
clip_3,25,2,2026-08-12T08:27:33.855429+00:00
clip_3,26,2,2026-08-12T08:27:35.718613+00:00
clip_3,27,2,2026-08-12T08:27:37.534987+00:00
clip_3,47,unclear,2026-08-12T08:38:10.277969+00:00
clip_3,48,nobody,2026-08-12T08:38:13.211145+00:00
clip_3,49,nobody,2026-08-12T08:38:15.577066+00:00
clip_3,50,nobody,2026-08-12T08:38:16.974117+00:00
clip_3,51,nobody,2026-08-12T08:38:18.333455+00:00
clip_3,52,nobody,2026-08-12T08:38:19.628474+00:00
clip_3,53,nobody,2026-08-12T08:38:21.001385+00:00
clip_3,54,nobody,2026-08-12T08:38:25.184590+00:00
clip_3,55,nobody,2026-08-12T08:38:27.406175+00:00
clip_3,56,nobody,2026-08-12T08:38:28.961857+00:00
clip_3,57,nobody,2026-08-12T08:38:30.203419+00:00
clip_3,58,nobody,2026-08-12T08:38:31.519542+00:00
clip_3,59,nobody,2026-08-12T08:38:32.798618+00:00
clip_3,60,nobody,2026-08-12T08:38:34.266117+00:00
clip_3,61,nobody,2026-08-12T08:38:35.411926+00:00
clip_3,62,nobody,2026-08-12T08:38:36.699869+00:00
clip_3,63,nobody,2026-08-12T08:38:37.946772+00:00
clip_3,64,nobody,2026-08-12T08:38:39.285594+00:00
clip_3,65,nobody,2026-08-12T08:38:40.596093+00:00
clip_3,66,nobody,2026-08-12T08:38:41.910741+00:00
clip_3,67,nobody,2026-08-12T08:38:43.375177+00:00
clip_3,68,nobody,2026-08-12T08:38:44.903294+00:00
clip_3,69,nobody,2026-08-12T08:38:46.223507+00:00
clip_3,70,nobody,2026-08-12T08:38:47.534225+00:00
clip_3,71,nobody,2026-08-12T08:38:48.826919+00:00
clip_3,72,nobody,2026-08-12T08:38:50.225967+00:00
clip_3,73,nobody,2026-08-12T08:38:51.619589+00:00
clip_3,74,nobody,2026-08-12T08:38:52.885222+00:00
clip_3,75,nobody,2026-08-12T08:38:54.191877+00:00
clip_3,76,nobody,2026-08-12T08:38:55.674423+00:00
clip_3,77,unclear,2026-08-12T08:38:58.666274+00:00
clip_3,78,unclear,2026-08-12T08:39:00.977184+00:00
clip_3,79,unclear,2026-08-12T08:39:02.590009+00:00
clip_3,80,unclear,2026-08-12T08:39:04.139133+00:00
clip_3,81,unclear,2026-08-12T08:39:05.583149+00:00
clip_3,82,unclear,2026-08-12T08:39:07.323096+00:00
clip_3,83,unclear,2026-08-12T08:39:08.974708+00:00
clip_3,84,unclear,2026-08-12T08:39:11.192041+00:00
clip_3,85,unclear,2026-08-12T08:39:12.831318+00:00
clip_3,86,unclear,2026-08-12T08:39:14.442879+00:00
clip_3,87,unclear,2026-08-12T08:39:16.795284+00:00
clip_3,88,4,2026-08-12T08:39:20.675751+00:00
clip_3,89,4,2026-08-12T08:39:22.102428+00:00
clip_3,90,4,2026-08-12T08:39:23.423495+00:00
clip_3,91,4,2026-08-12T08:39:24.685606+00:00
clip_3,92,unclear,2026-08-12T08:39:28.653247+00:00
clip_3,93,4,2026-08-12T08:39:31.042186+00:00
clip_3,94,4,2026-08-12T08:39:32.772028+00:00
clip_3,95,4,2026-08-12T08:39:34.472011+00:00
clip_3,96,4,2026-08-12T08:39:35.850260+00:00
clip_3,97,4,2026-08-12T08:39:37.133855+00:00
clip_3,98,4,2026-08-12T08:39:40.434513+00:00
clip_3,99,4,2026-08-12T08:39:41.838220+00:00
clip_3,100,4,2026-08-12T08:39:43.417622+00:00
clip_3,101,4,2026-08-12T08:39:44.858637+00:00
clip_3,102,4,2026-08-12T08:39:46.282275+00:00
clip_3,103,4,2026-08-12T08:39:47.561952+00:00
clip_3,104,4,2026-08-12T08:39:49.059072+00:00
clip_3,105,4,2026-08-12T08:39:50.418564+00:00
clip_3,106,4,2026-08-12T08:39:51.635059+00:00
clip_3,107,4,2026-08-12T08:41:00.723692+00:00
clip_3,108,4,2026-08-12T08:41:02.213692+00:00
clip_3,109,4,2026-08-12T08:41:04.225719+00:00
clip_3,110,4,2026-08-12T08:41:05.577136+00:00
clip_3,111,4,2026-08-12T08:41:06.828860+00:00
clip_3,112,4,2026-08-12T08:41:08.192744+00:00
clip_3,113,4,2026-08-12T08:41:09.432166+00:00
clip_3,114,4,2026-08-12T08:41:10.658467+00:00
clip_3,115,4,2026-08-12T08:41:11.899804+00:00
clip_3,116,4,2026-08-12T08:41:13.198120+00:00
clip_3,117,4,2026-08-12T08:41:14.514085+00:00
clip_3,118,4,2026-08-12T08:41:15.799067+00:00
clip_3,119,4,2026-08-12T08:41:17.049268+00:00
clip_3,120,4,2026-08-12T08:41:18.277575+00:00
clip_3,121,4,2026-08-12T08:41:19.954780+00:00
clip_3,122,4,2026-08-12T08:41:21.371080+00:00
clip_3,123,4,2026-08-12T08:41:22.610323+00:00
clip_3,124,4,2026-08-12T08:41:24.132423+00:00
clip_3,125,4,2026-08-12T08:41:25.332856+00:00
clip_3,126,4,2026-08-12T08:41:26.792770+00:00
clip_3,127,4,2026-08-12T08:41:27.902419+00:00
clip_3,128,4,2026-08-12T08:41:28.979129+00:00
clip_3,129,4,2026-08-12T08:41:30.559293+00:00
clip_3,130,4,2026-08-12T08:41:31.756720+00:00
clip_3,131,4,2026-08-12T08:41:32.942609+00:00
clip_3,132,4,2026-08-12T08:41:34.152688+00:00
clip_3,133,4,2026-08-12T08:41:35.317649+00:00
clip_3,134,4,2026-08-12T08:41:36.547928+00:00
clip_3,135,4,2026-08-12T08:41:37.751540+00:00
clip_3,136,4,2026-08-12T08:41:38.937686+00:00
clip_3,137,4,2026-08-12T08:41:40.390584+00:00
clip_3,138,4,2026-08-12T08:41:41.667551+00:00
clip_3,139,4,2026-08-12T08:41:43.044481+00:00
clip_3,140,4,2026-08-12T08:41:44.335519+00:00
clip_3,141,4,2026-08-12T08:41:45.696775+00:00
clip_3,142,4,2026-08-12T08:41:46.870784+00:00
clip_3,143,4,2026-08-12T08:41:48.084168+00:00
clip_3,144,4,2026-08-12T08:41:49.293920+00:00
clip_3,145,4,2026-08-12T08:41:50.727570+00:00
clip_3,146,4,2026-08-12T08:41:51.934434+00:00
clip_3,147,4,2026-08-12T08:41:53.264047+00:00
clip_3,148,4,2026-08-12T08:41:54.458992+00:00
clip_3,149,4,2026-08-12T08:41:55.677911+00:00
clip_3,150,4,2026-08-12T08:41:56.758212+00:00
clip_3,151,4,2026-08-12T08:41:58.026053+00:00
clip_3,152,4,2026-08-12T08:41:59.225229+00:00
clip_3,153,4,2026-08-12T08:42:00.535352+00:00
clip_3,154,4,2026-08-12T08:42:01.923654+00:00
clip_3,155,4,2026-08-12T08:42:03.109134+00:00
clip_3,156,4,2026-08-12T08:42:04.318143+00:00
clip_3,157,4,2026-08-12T08:42:05.485399+00:00
clip_3,158,4,2026-08-12T08:42:06.974456+00:00
clip_3,159,4,2026-08-12T08:42:08.162785+00:00
clip_3,160,4,2026-08-12T08:42:09.239141+00:00
clip_3,161,4,2026-08-12T08:42:10.392853+00:00
clip_3,162,4,2026-08-12T08:42:11.722092+00:00
clip_3,163,4,2026-08-12T08:42:16.949381+00:00
clip_3,164,nobody,2026-08-12T08:42:20.934319+00:00
clip_3,165,nobody,2026-08-12T08:42:24.063074+00:00
clip_3,166,nobody,2026-08-12T08:42:25.276830+00:00
clip_3,167,nobody,2026-08-12T08:42:26.445547+00:00
clip_3,168,nobody,2026-08-12T08:42:27.481036+00:00
clip_3,169,nobody,2026-08-12T08:42:28.651069+00:00
clip_3,170,nobody,2026-08-12T08:42:29.750700+00:00
clip_3,171,nobody,2026-08-12T08:42:31.021485+00:00
clip_3,172,nobody,2026-08-12T08:42:32.422898+00:00
clip_3,173,2,2026-08-12T08:42:35.287636+00:00
clip_3,174,2,2026-08-12T08:42:36.673711+00:00
clip_3,175,2,2026-08-12T08:42:37.924270+00:00
clip_3,176,2,2026-08-12T08:42:39.201804+00:00
clip_3,177,2,2026-08-12T08:42:40.408863+00:00
clip_3,178,2,2026-08-12T08:42:41.631370+00:00
clip_3,179,2,2026-08-12T08:42:42.927472+00:00
clip_3,180,2,2026-08-12T08:42:44.267046+00:00
clip_3,181,2,2026-08-12T08:42:45.457293+00:00
clip_3,182,2,2026-08-12T08:42:47.105366+00:00
clip_3,183,2,2026-08-12T08:42:48.864372+00:00
clip_3,184,2,2026-08-12T08:42:50.682091+00:00
clip_3,185,2,2026-08-12T08:42:52.499258+00:00
clip_3,186,2,2026-08-12T08:42:53.877375+00:00
clip_3,187,2,2026-08-12T08:42:55.705841+00:00
clip_3,188,nobody,2026-08-12T08:42:57.579643+00:00
clip_3,189,nobody,2026-08-12T08:42:58.826608+00:00
clip_3,190,nobody,2026-08-12T08:43:00.194084+00:00
clip_3,191,nobody,2026-08-12T08:43:01.412176+00:00
clip_3,192,nobody,2026-08-12T08:43:02.741760+00:00
clip_3,193,nobody,2026-08-12T08:43:04.025198+00:00
clip_3,194,nobody,2026-08-12T08:43:07.501214+00:00
clip_3,195,4,2026-08-12T08:43:10.905798+00:00
clip_3,196,4,2026-08-12T08:43:13.471040+00:00
clip_3,197,4,2026-08-12T08:43:14.949187+00:00
