clip,frame_idx,player_id,true_team,labelled_at
clip_1,85,9,2,2026-08-10T21:37:38.042576+00:00
clip_1,85,11,1,2026-08-10T21:37:39.091864+00:00
clip_2,140,1,2,2026-08-10T21:37:47.048351+00:00
clip_2,140,2,1,2026-08-10T21:37:49.667900+00:00
clip_2,140,4,2,2026-08-10T21:37:55.480810+00:00
clip_2,140,5,2,2026-08-10T21:37:59.443577+00:00
clip_2,140,6,1,2026-08-10T21:38:01.750877+00:00
clip_2,140,7,1,2026-08-10T21:38:03.458920+00:00
clip_2,140,9,1,2026-08-10T21:38:05.223057+00:00
clip_2,140,10,1,2026-08-10T21:38:08.466342+00:00
clip_2,140,13,2,2026-08-10T21:38:11.406669+00:00
clip_3,200,2,1,2026-08-10T21:38:17.932579+00:00
clip_3,200,4,1,2026-08-10T21:38:19.718403+00:00
clip_3,200,7,2,2026-08-10T21:38:22.189608+00:00
clip_3,200,13,1,2026-08-10T21:38:24.343687+00:00
clip_3,200,14,2,2026-08-10T21:38:25.516089+00:00
clip_3,200,15,1,2026-08-10T21:38:26.344737+00:00
clip_2,70,1,2,2026-08-10T21:39:06.632203+00:00
clip_2,70,2,1,2026-08-10T21:39:09.778586+00:00
clip_2,70,4,2,2026-08-10T21:39:12.508692+00:00
clip_2,70,5,2,2026-08-10T21:39:17.947646+00:00
clip_2,70,6,1,2026-08-10T21:39:21.486212+00:00
clip_2,70,7,1,2026-08-10T21:39:23.442834+00:00
clip_2,70,8,2,2026-08-10T21:39:25.850898+00:00
clip_2,70,9,1,2026-08-10T21:39:27.473282+00:00
clip_2,70,10,1,2026-08-10T21:39:29.602048+00:00
clip_3,65,1,2,2026-08-10T21:39:39.727920+00:00
clip_3,65,2,1,2026-08-10T21:39:42.775138+00:00
clip_3,65,3,2,2026-08-10T21:39:45.196893+00:00
clip_3,65,4,1,2026-08-10T21:39:47.066365+00:00
clip_3,65,5,1,2026-08-10T21:39:50.193723+00:00
clip_3,65,6,2,2026-08-10T21:39:52.394730+00:00
clip_3,65,7,1,2026-08-10T21:39:54.455985+00:00
clip_3,65,8,1,2026-08-10T21:39:59.361260+00:00
clip_3,65,9,2,2026-08-10T21:40:01.503387+00:00
clip_3,65,10,2,2026-08-10T21:40:05.101606+00:00
clip_3,209,4,1,2026-08-10T21:40:23.119816+00:00
clip_3,209,7,2,2026-08-10T21:40:24.911438+00:00
clip_3,209,14,1,2026-08-10T21:40:28.325413+00:00
clip_3,209,15,1,2026-08-10T21:40:29.808478+00:00
clip_3,209,18,2,2026-08-10T21:40:31.931137+00:00
clip_3,104,2,1,2026-08-10T21:40:39.596449+00:00
clip_3,104,4,1,2026-08-10T21:42:14.087850+00:00
clip_3,104,6,2,2026-08-10T21:42:17.515897+00:00
clip_3,104,7,unclear,2026-08-10T21:42:38.888625+00:00
clip_3,104,8,1,2026-08-10T21:42:42.347820+00:00
clip_3,104,9,2,2026-08-10T21:42:44.798191+00:00
clip_3,104,10,2,2026-08-10T21:42:47.112793+00:00
clip_3,104,13,1,2026-08-10T21:42:50.107256+00:00
clip_3,104,2,1,2026-08-10T21:43:01.464305+00:00
clip_3,104,3,2,2026-08-10T21:43:04.027846+00:00
clip_3,104,4,1,2026-08-10T21:43:08.328206+00:00
clip_3,104,6,2,2026-08-10T21:43:22.394056+00:00
clip_3,104,7,unclear,2026-08-10T21:43:24.089068+00:00
clip_3,104,8,1,2026-08-10T21:43:26.522006+00:00
clip_3,104,9,2,2026-08-10T21:43:29.379195+00:00
clip_3,104,10,2,2026-08-10T21:43:33.678159+00:00
clip_3,104,13,1,2026-08-10T21:43:37.008105+00:00
clip_1,10,1,unclear,2026-08-10T21:43:43.798293+00:00
clip_1,10,2,2,2026-08-10T21:44:10.541715+00:00
clip_1,10,3,2,2026-08-10T21:44:12.774444+00:00
clip_1,10,4,1,2026-08-10T21:44:17.767658+00:00
clip_1,10,5,1,2026-08-10T21:44:19.213026+00:00
clip_1,10,6,1,2026-08-10T21:44:23.561207+00:00
clip_1,10,7,unclear,2026-08-10T21:44:27.760026+00:00
clip_1,10,8,1,2026-08-10T21:44:29.879438+00:00
clip_1,10,10,unclear,2026-08-10T21:44:34.770797+00:00
clip_1,95,2,2,2026-08-10T21:49:25.992725+00:00
clip_1,95,7,2,2026-08-10T21:49:31.957355+00:00
clip_1,95,8,1,2026-08-10T21:49:34.171884+00:00
clip_1,95,9,2,2026-08-10T21:49:36.095481+00:00
clip_1,95,11,1,2026-08-10T21:49:38.811523+00:00
clip_3,85,1,2,2026-08-10T21:52:17.087340+00:00
clip_3,85,2,1,2026-08-10T21:52:17.122707+00:00
clip_3,85,3,unclear,2026-08-10T21:52:17.135323+00:00
clip_3,85,5,1,2026-08-10T21:52:17.146446+00:00
clip_3,85,6,2,2026-08-10T21:52:17.156363+00:00
clip_3,85,8,1,2026-08-10T21:52:17.166198+00:00
clip_3,85,9,2,2026-08-10T21:52:17.187132+00:00
clip_3,85,10,2,2026-08-10T21:52:17.197130+00:00
clip_3,130,2,1,2026-08-10T21:52:38.832272+00:00
clip_3,130,3,2,2026-08-10T21:52:38.872100+00:00
clip_3,130,4,1,2026-08-10T21:52:38.882275+00:00
clip_3,130,7,2,2026-08-10T21:52:38.891649+00:00
clip_3,130,8,1,2026-08-10T21:52:38.901930+00:00
clip_3,130,9,2,2026-08-10T21:52:38.912463+00:00
clip_3,130,13,1,2026-08-10T21:52:38.923039+00:00
clip_3,130,14,2,2026-08-10T21:52:38.932814+00:00
clip_3,40,1,2,2026-08-10T21:53:03.198383+00:00
clip_3,40,2,1,2026-08-10T21:53:03.241377+00:00
clip_3,40,3,2,2026-08-10T21:53:03.251546+00:00
clip_3,40,4,1,2026-08-10T21:53:03.261515+00:00
clip_3,40,5,1,2026-08-10T21:53:03.271969+00:00
clip_3,40,6,2,2026-08-10T21:53:03.282218+00:00
clip_3,40,7,1,2026-08-10T21:53:03.293238+00:00
clip_3,40,8,1,2026-08-10T21:53:03.303817+00:00
clip_3,40,9,2,2026-08-10T21:53:03.313718+00:00
clip_3,40,10,2,2026-08-10T21:53:03.323576+00:00
clip_3,236,4,1,2026-08-10T21:53:18.756925+00:00
clip_3,236,7,2,2026-08-10T21:53:18.780594+00:00
clip_3,236,13,unclear,2026-08-10T21:53:18.790033+00:00
clip_3,236,14,1,2026-08-10T21:53:18.801761+00:00
clip_3,236,15,1,2026-08-10T21:53:18.810837+00:00
clip_3,236,18,2,2026-08-10T21:53:18.820142+00:00
clip_3,236,19,2,2026-08-10T21:53:18.830568+00:00
clip_3,235,4,1,2026-08-10T21:53:53.457848+00:00
clip_3,235,7,2,2026-08-10T21:53:53.502737+00:00
clip_3,235,13,2,2026-08-10T21:53:53.513772+00:00
clip_3,235,14,1,2026-08-10T21:53:53.525081+00:00
clip_3,235,15,1,2026-08-10T21:53:53.535150+00:00
clip_3,235,18,2,2026-08-10T21:53:53.545217+00:00
clip_3,235,19,2,2026-08-10T21:53:53.556265+00:00
clip_3,221,4,1,2026-08-10T21:54:15.894121+00:00
clip_3,221,7,2,2026-08-10T21:54:15.917828+00:00
clip_3,221,13,unclear,2026-08-10T21:54:15.930500+00:00
clip_3,221,14,1,2026-08-10T21:54:15.940110+00:00
clip_3,221,15,1,2026-08-10T21:54:15.951979+00:00
clip_3,221,18,2,2026-08-10T21:54:15.961730+00:00
clip_3,145,2,1,2026-08-10T21:54:54.290730+00:00
clip_3,145,4,1,2026-08-10T21:54:54.331826+00:00
clip_3,145,7,2,2026-08-10T21:54:54.343270+00:00
clip_3,145,9,2,2026-08-10T21:54:54.354027+00:00
clip_3,145,13,1,2026-08-10T21:54:54.364574+00:00
clip_3,145,14,2,2026-08-10T21:54:54.374839+00:00
clip_3,145,15,1,2026-08-10T21:54:54.385434+00:00
clip_1,15,1,2,2026-08-10T21:55:33.649146+00:00
clip_1,15,2,2,2026-08-10T21:55:33.673360+00:00
clip_1,15,3,2,2026-08-10T21:55:33.684487+00:00
clip_1,15,4,1,2026-08-10T21:55:33.695066+00:00
clip_1,15,6,1,2026-08-10T21:55:33.705960+00:00
clip_1,15,7,2,2026-08-10T21:55:33.717426+00:00
clip_1,15,8,1,2026-08-10T21:55:33.727903+00:00
clip_1,15,9,2,2026-08-10T21:55:33.737972+00:00
clip_1,15,11,1,2026-08-10T21:55:33.748552+00:00
clip_3,111,2,1,2026-08-10T21:55:59.654713+00:00
clip_3,111,3,2,2026-08-10T21:55:59.718609+00:00
clip_3,111,4,1,2026-08-10T21:55:59.729813+00:00
clip_3,111,6,2,2026-08-10T21:55:59.756683+00:00
clip_3,111,7,unclear,2026-08-10T21:55:59.768727+00:00
clip_3,111,8,1,2026-08-10T21:55:59.781012+00:00
clip_3,111,9,2,2026-08-10T21:55:59.792276+00:00
clip_3,111,10,2,2026-08-10T21:55:59.803340+00:00
clip_3,111,13,1,2026-08-10T21:55:59.814356+00:00
clip_2,150,2,1,2026-08-10T21:56:29.131497+00:00
clip_2,150,4,2,2026-08-10T21:56:29.178022+00:00
clip_2,150,5,2,2026-08-10T21:56:29.187854+00:00
clip_2,150,6,1,2026-08-10T21:56:29.198082+00:00
clip_2,150,7,1,2026-08-10T21:56:29.206839+00:00
clip_2,150,8,2,2026-08-10T21:56:29.217766+00:00
clip_2,150,9,1,2026-08-10T21:56:29.228626+00:00
clip_2,150,10,1,2026-08-10T21:56:29.238975+00:00
clip_2,150,13,2,2026-08-10T21:56:29.249442+00:00
clip_2,40,1,2,2026-08-10T21:57:42.367003+00:00
clip_2,40,2,1,2026-08-10T21:57:42.391775+00:00
clip_2,40,3,2,2026-08-10T21:57:42.403066+00:00
clip_2,40,4,2,2026-08-10T21:57:42.414308+00:00
clip_2,40,5,2,2026-08-10T21:57:42.425977+00:00
clip_2,40,6,1,2026-08-10T21:57:42.437477+00:00
clip_2,40,7,1,2026-08-10T21:57:42.449229+00:00
clip_2,40,8,2,2026-08-10T21:57:42.460212+00:00
clip_2,40,9,1,2026-08-10T21:57:42.471444+00:00
clip_2,40,10,1,2026-08-10T21:57:42.486052+00:00
clip_3,80,1,2,2026-08-10T21:58:12.535588+00:00
clip_3,80,2,1,2026-08-10T21:58:12.578971+00:00
clip_3,80,3,2,2026-08-10T21:58:12.591128+00:00
clip_3,80,4,1,2026-08-10T21:58:12.602975+00:00
clip_3,80,5,1,2026-08-10T21:58:12.614648+00:00
clip_3,80,6,2,2026-08-10T21:58:12.626244+00:00
clip_3,80,7,1,2026-08-10T21:58:12.638439+00:00
clip_3,80,8,1,2026-08-10T21:58:12.650146+00:00
clip_3,80,9,2,2026-08-10T21:58:12.661891+00:00
clip_3,80,10,2,2026-08-10T21:58:12.673670+00:00
clip_1,70,2,2,2026-08-10T21:58:24.241667+00:00
clip_1,70,7,2,2026-08-10T21:58:24.286928+00:00
clip_1,70,8,1,2026-08-10T21:58:24.298402+00:00
clip_1,70,9,2,2026-08-10T21:58:24.310098+00:00
clip_1,70,11,1,2026-08-10T21:58:24.321116+00:00
clip_3,205,2,1,2026-08-10T21:58:44.330378+00:00
clip_3,205,4,1,2026-08-10T21:58:44.375930+00:00
clip_3,205,7,2,2026-08-10T21:58:44.387160+00:00
clip_3,205,14,2,2026-08-10T21:58:44.397163+00:00
clip_3,205,15,1,2026-08-10T21:58:44.407902+00:00
clip_2,145,1,2,2026-08-10T21:59:14.996555+00:00
clip_2,145,2,1,2026-08-10T21:59:15.037774+00:00
clip_2,145,4,2,2026-08-10T21:59:15.049677+00:00
clip_2,145,5,2,2026-08-10T21:59:15.061470+00:00
clip_2,145,6,1,2026-08-10T21:59:15.072971+00:00
clip_2,145,7,1,2026-08-10T21:59:15.085009+00:00
clip_2,145,8,2,2026-08-10T21:59:15.096634+00:00
clip_2,145,9,1,2026-08-10T21:59:15.107482+00:00
clip_2,145,10,1,2026-08-10T21:59:15.119223+00:00
clip_2,145,13,2,2026-08-10T21:59:15.131013+00:00
clip_2,95,1,2,2026-08-10T21:59:37.893515+00:00
clip_2,95,2,1,2026-08-10T21:59:37.932539+00:00
clip_2,95,4,2,2026-08-10T21:59:37.943318+00:00
clip_2,95,5,2,2026-08-10T21:59:37.954225+00:00
clip_2,95,6,1,2026-08-10T21:59:37.965519+00:00
clip_2,95,7,unclear,2026-08-10T21:59:37.977146+00:00
clip_2,95,8,2,2026-08-10T21:59:37.989437+00:00
clip_2,95,9,1,2026-08-10T21:59:38.003138+00:00
clip_2,95,10,1,2026-08-10T21:59:38.013186+00:00
clip_3,20,1,2,2026-08-10T21:59:55.542971+00:00
clip_3,20,2,2,2026-08-10T21:59:55.578097+00:00
clip_3,20,4,1,2026-08-10T21:59:55.589880+00:00
clip_3,20,5,1,2026-08-10T21:59:55.601712+00:00
clip_3,20,6,2,2026-08-10T21:59:55.613505+00:00
clip_3,20,7,1,2026-08-10T21:59:55.624256+00:00
clip_3,20,8,1,2026-08-10T21:59:55.634880+00:00
clip_3,20,9,2,2026-08-10T21:59:55.645456+00:00
clip_3,20,10,2,2026-08-10T21:59:55.656789+00:00
clip_3,108,2,1,2026-08-10T22:03:39.366874+00:00
clip_3,108,3,2,2026-08-10T22:03:39.405510+00:00
clip_3,108,4,1,2026-08-10T22:03:39.417142+00:00
clip_3,108,6,2,2026-08-10T22:03:39.427532+00:00
clip_3,108,8,1,2026-08-10T22:03:39.439214+00:00
clip_3,108,9,2,2026-08-10T22:03:39.449047+00:00
clip_3,108,10,2,2026-08-10T22:03:39.458692+00:00
clip_3,108,13,1,2026-08-10T22:03:39.469180+00:00
clip_2,125,1,2,2026-08-10T22:05:22.432483+00:00
clip_2,125,2,1,2026-08-10T22:05:22.599524+00:00
clip_2,125,4,2,2026-08-10T22:05:22.615028+00:00
clip_2,125,5,2,2026-08-10T22:05:22.641025+00:00
clip_2,125,6,1,2026-08-10T22:05:22.654547+00:00
clip_2,125,7,1,2026-08-10T22:05:22.665013+00:00
clip_2,125,8,2,2026-08-10T22:05:22.675228+00:00
clip_2,125,9,1,2026-08-10T22:05:22.685505+00:00
clip_2,125,10,1,2026-08-10T22:05:22.693727+00:00
clip_2,125,13,2,2026-08-10T22:05:22.702962+00:00
clip_3,30,1,2,2026-08-11T08:01:24.845619+00:00
clip_3,30,2,1,2026-08-11T08:01:24.887584+00:00
clip_3,30,3,2,2026-08-11T08:01:24.899128+00:00
clip_3,30,4,1,2026-08-11T08:01:24.909918+00:00
clip_3,30,5,1,2026-08-11T08:01:24.920404+00:00
clip_3,30,6,2,2026-08-11T08:01:24.930912+00:00
clip_3,30,7,1,2026-08-11T08:01:24.940466+00:00
clip_3,30,8,1,2026-08-11T08:01:24.950242+00:00
clip_3,30,9,2,2026-08-11T08:01:24.960387+00:00
clip_3,30,10,2,2026-08-11T08:01:24.970559+00:00
clip_3,30,11,unclear,2026-08-11T08:01:24.980452+00:00
clip_3,175,2,1,2026-08-11T08:01:38.162889+00:00
clip_3,175,4,1,2026-08-11T08:01:38.206434+00:00
clip_3,175,7,2,2026-08-11T08:01:38.216802+00:00
clip_3,175,13,1,2026-08-11T08:01:38.227407+00:00
clip_3,175,14,2,2026-08-11T08:01:38.237751+00:00
clip_3,175,15,1,2026-08-11T08:01:38.248344+00:00
clip_3,160,2,1,2026-08-11T08:01:54.646508+00:00
clip_3,160,4,1,2026-08-11T08:01:54.695563+00:00
clip_3,160,7,2,2026-08-11T08:01:54.709478+00:00
clip_3,160,13,1,2026-08-11T08:01:54.724264+00:00
clip_3,160,14,2,2026-08-11T08:01:54.735075+00:00
clip_3,160,15,1,2026-08-11T08:01:54.761433+00:00
clip_3,25,1,2,2026-08-11T08:02:26.128303+00:00
clip_3,25,2,unclear,2026-08-11T08:02:26.148271+00:00
clip_3,25,4,1,2026-08-11T08:02:26.159052+00:00
clip_3,25,5,1,2026-08-11T08:02:26.168900+00:00
clip_3,25,6,2,2026-08-11T08:02:26.179075+00:00
clip_3,25,7,1,2026-08-11T08:02:26.189054+00:00
clip_3,25,8,1,2026-08-11T08:02:26.198759+00:00
clip_3,25,10,2,2026-08-11T08:02:26.208237+00:00
clip_3,25,11,unclear,2026-08-11T08:02:26.217791+00:00
clip_1,80,2,2,2026-08-11T08:02:35.176200+00:00
clip_1,80,7,2,2026-08-11T08:02:35.187113+00:00
clip_1,80,8,1,2026-08-11T08:02:35.197045+00:00
clip_1,80,9,2,2026-08-11T08:02:35.206524+00:00
clip_1,80,11,1,2026-08-11T08:02:35.216500+00:00
clip_3,92,1,2,2026-08-11T08:02:53.530912+00:00
clip_3,92,2,1,2026-08-11T08:02:53.575371+00:00
clip_3,92,3,2,2026-08-11T08:02:53.585481+00:00
clip_3,92,5,1,2026-08-11T08:02:53.595688+00:00
clip_3,92,6,2,2026-08-11T08:02:53.605604+00:00
clip_3,92,8,1,2026-08-11T08:02:53.615616+00:00
clip_3,92,9,2,2026-08-11T08:02:53.625237+00:00
clip_3,92,10,2,2026-08-11T08:02:53.634059+00:00
clip_3,50,1,2,2026-08-11T08:03:10.335858+00:00
clip_3,50,2,1,2026-08-11T08:03:10.378821+00:00
clip_3,50,3,2,2026-08-11T08:03:10.389739+00:00
clip_3,50,4,1,2026-08-11T08:03:10.400430+00:00
clip_3,50,5,1,2026-08-11T08:03:10.411301+00:00
clip_3,50,6,2,2026-08-11T08:03:10.422218+00:00
clip_3,50,7,1,2026-08-11T08:03:10.433101+00:00
clip_3,50,8,1,2026-08-11T08:03:10.442693+00:00
clip_3,50,9,2,2026-08-11T08:03:10.464153+00:00
clip_3,50,10,2,2026-08-11T08:03:10.472987+00:00
clip_3,208,4,1,2026-08-11T08:03:23.938779+00:00
clip_3,208,7,2,2026-08-11T08:03:23.976991+00:00
clip_3,208,14,1,2026-08-11T08:03:23.987177+00:00
clip_3,208,15,1,2026-08-11T08:03:23.996901+00:00
clip_2,5,1,2,2026-08-11T08:04:06.320721+00:00
clip_2,5,2,1,2026-08-11T08:04:06.361596+00:00
clip_2,5,3,2,2026-08-11T08:04:06.371517+00:00
clip_2,5,4,2,2026-08-11T08:04:06.381016+00:00
clip_2,5,5,2,2026-08-11T08:04:06.390576+00:00
clip_2,5,6,1,2026-08-11T08:04:06.400272+00:00
clip_2,5,7,1,2026-08-11T08:04:06.412212+00:00
clip_2,5,8,2,2026-08-11T08:04:06.421980+00:00
clip_2,5,9,1,2026-08-11T08:04:06.431768+00:00
clip_2,5,10,1,2026-08-11T08:04:06.441012+00:00
clip_3,87,1,2,2026-08-11T08:04:30.520715+00:00
clip_3,87,2,1,2026-08-11T08:04:30.554865+00:00
clip_3,87,3,unclear,2026-08-11T08:04:30.565263+00:00
clip_3,87,5,1,2026-08-11T08:04:30.575601+00:00
clip_3,87,6,2,2026-08-11T08:04:30.585339+00:00
clip_3,87,8,1,2026-08-11T08:04:30.595420+00:00
clip_3,87,9,2,2026-08-11T08:04:30.605547+00:00
clip_3,87,10,2,2026-08-11T08:04:30.615709+00:00
clip_3,135,2,1,2026-08-11T08:04:42.974813+00:00
clip_3,135,4,1,2026-08-11T08:04:42.998501+00:00
clip_3,135,7,2,2026-08-11T08:04:43.008223+00:00
clip_3,135,9,2,2026-08-11T08:04:43.018282+00:00
clip_3,135,13,1,2026-08-11T08:04:43.027596+00:00
clip_3,135,14,2,2026-08-11T08:04:43.036459+00:00
clip_1,65,2,2,2026-08-11T08:05:12.998093+00:00
clip_1,65,7,2,2026-08-11T08:05:13.009076+00:00
clip_1,65,8,1,2026-08-11T08:05:13.018212+00:00
clip_1,65,9,2,2026-08-11T08:05:13.027227+00:00
clip_1,65,11,1,2026-08-11T08:05:13.036469+00:00
clip_3,100,2,1,2026-08-11T08:05:52.240709+00:00
clip_3,100,3,2,2026-08-11T08:05:52.278343+00:00
clip_3,100,4,1,2026-08-11T08:05:52.287142+00:00
clip_3,100,6,2,2026-08-11T08:05:52.296395+00:00
clip_3,100,8,1,2026-08-11T08:05:52.305389+00:00
clip_3,100,9,2,2026-08-11T08:05:52.314263+00:00
clip_3,100,10,2,2026-08-11T08:05:52.324393+00:00
clip_3,100,13,1,2026-08-11T08:05:52.334435+00:00
clip_3,211,2,unclear,2026-08-11T08:06:09.662275+00:00
clip_3,211,4,1,2026-08-11T08:06:09.707507+00:00
clip_3,211,7,2,2026-08-11T08:06:09.718060+00:00
clip_3,211,14,1,2026-08-11T08:06:09.728156+00:00
clip_3,211,15,1,2026-08-11T08:06:09.738118+00:00
clip_3,211,18,2,2026-08-11T08:06:09.754184+00:00
clip_3,217,4,1,2026-08-11T08:07:03.511513+00:00
clip_3,217,7,2,2026-08-11T08:07:03.558507+00:00
clip_3,217,14,1,2026-08-11T08:07:03.568569+00:00
clip_3,217,15,1,2026-08-11T08:07:03.578864+00:00
clip_3,217,18,2,2026-08-11T08:07:03.589010+00:00
clip_2,60,1,2,2026-08-11T08:07:23.413721+00:00
